link_id,source_entity,source_id,target_entity,target_id,link_type,confidence,supporting_evidence,risk_score
LNK-47CDDDAD,INCIDENT,INC-D8942366,INCIDENT,INC-255C0F50,SHARED_ACTOR,78.0,Both incidents share lead actor ACT-8AF11CFA.,75.0
LNK-D07623F5,INCIDENT,INC-F8517BB9,INCIDENT,INC-14EBC331,SHARED_ACTOR,78.0,Both incidents share lead actor ACT-8D60BEB9.,75.0
LNK-74756343,INCIDENT,INC-F16B3BA6,INCIDENT,INC-37F58A26,SHARED_ACTOR,78.0,Both incidents share lead actor ACT-9150A102.,75.0
LNK-9B8783F5,INCIDENT,INC-F16B3BA6,INCIDENT,INC-BF83886D,SHARED_ACTOR,78.0,Both incidents share lead actor ACT-9150A102.,75.0
LNK-BD52B8C7,INCIDENT,INC-F16B3BA6,INCIDENT,INC-5814A5A3,SHARED_ACTOR,78.0,Both incidents share lead actor ACT-9150A102.,75.0
LNK-C71B2FFE,INCIDENT,INC-F16B3BA6,INCIDENT,INC-AE29A212,SHARED_ACTOR,78.0,Both incidents share lead actor ACT-9150A102.,75.0
LNK-A33AAF22,INCIDENT,INC-E2003313,INCIDENT,INC-C080047C,SHARED_ACTOR,78.0,Both incidents share lead actor ACT-93684B5D.,75.0
LNK-0C96D9BC,INCIDENT,INC-66FE58C2,INCIDENT,INC-0AD78984,SHARED_ACTOR,78.0,Both incidents share lead actor ACT-95A4317F.,75.0
LNK-F4F0D47B,INCIDENT,INC-C1488574,INCIDENT,INC-512A9B14,SHARED_ACTOR,78.0,Both incidents share lead actor ACT-99F0286C.,75.0
LNK-433DC54F,INCIDENT,INC-33BF5D05,INCIDENT,INC-822AF71E,SHARED_ACTOR,78.0,Both incidents share lead actor ACT-9DC49715.,75.0
LNK-D4C22767,INCIDENT,INC-023A4B6B,INCIDENT,INC-01E8CFE1,SHARED_ACTOR,78.0,Both incidents share lead actor ACT-A05EB96B.,75.0
LNK-CB5007FC,INCIDENT,INC-023A4B6B,INCIDENT,INC-ADB724B1,SHARED_ACTOR,78.0,Both incidents share lead actor ACT-A05EB96B.,75.0
LNK-A533AFE5,INCIDENT,INC-01E8CFE1,INCIDENT,INC-ADB724B1,SHARED_ACTOR,78.0,Both incidents share lead actor ACT-A05EB96B.,75.0
LNK-752D14CE,INCIDENT,INC-F3B15553,INCIDENT,INC-A82CC362,SHARED_ACTOR,78.0,Both incidents share lead actor ACT-6F081E40.,75.0
LNK-31C48DF6,INCIDENT,INC-F3B15553,INCIDENT,INC-1890EF7F,SHARED_ACTOR,78.0,Both incidents share lead actor ACT-6F081E40.,75.0
LNK-D5B7F2EB,INCIDENT,INC-741D3958,INCIDENT,INC-82D04226,SHARED_ACTOR,78.0,Both incidents share lead actor ACT-2AF63B3F.,75.0
LNK-B276F8E8,INCIDENT,INC-146BDA30,INCIDENT,INC-8C43E7FC,SHARED_ACTOR,78.0,Both incidents share lead actor ACT-45C722DA.,75.0
LNK-1C58B83D,INCIDENT,INC-116281CC,INCIDENT,INC-1DDB2C11,SHARED_ACTOR,78.0,Both incidents share lead actor ACT-6C2A62E9.,75.0
LNK-4481C1AC,INCIDENT,INC-2C70FAE0,INCIDENT,INC-1DDB2C11,SHARED_ACTOR,78.0,Both incidents share lead actor ACT-6C2A62E9.,75.0
LNK-723C91E2,INCIDENT,INC-2C70FAE0,INCIDENT,INC-116281CC,SHARED_ACTOR,78.0,Both incidents share lead actor ACT-6C2A62E9.,75.0
LNK-F100A258,INCIDENT,INC-7A465F5A,INCIDENT,INC-3309C37C,SHARED_ACTOR,78.0,Both incidents share lead actor ACT-6890BAC6.,75.0
LNK-4F615082,INCIDENT,INC-060C103D,INCIDENT,INC-3309C37C,SHARED_ACTOR,78.0,Both incidents share lead actor ACT-6890BAC6.,75.0
LNK-D7485146,INCIDENT,INC-060C103D,INCIDENT,INC-7A465F5A,SHARED_ACTOR,78.0,Both incidents share lead actor ACT-6890BAC6.,75.0
LNK-7BEF174A,INCIDENT,INC-94298C74,INCIDENT,INC-6D10E95C,SHARED_ACTOR,78.0,Both incidents share lead actor ACT-61CA522C.,75.0
LNK-CF35E401,INCIDENT,INC-976F24FE,INCIDENT,INC-32716F42,SHARED_ACTOR,78.0,Both incidents share lead actor ACT-61CA522C.,75.0
LNK-73C3899F,INCIDENT,INC-976F24FE,INCIDENT,INC-6D10E95C,SHARED_ACTOR,78.0,Both incidents share lead actor ACT-61CA522C.,75.0
LNK-3D5C471E,INCIDENT,INC-976F24FE,INCIDENT,INC-94298C74,SHARED_ACTOR,78.0,Both incidents share lead actor ACT-61CA522C.,75.0
LNK-0BBEB506,INCIDENT,INC-EF857B06,INCIDENT,INC-60B97CF6,SHARED_ACTOR,78.0,Both incidents share lead actor ACT-5BCEA423.,75.0
LNK-12570C59,INCIDENT,INC-A3DFB62E,INCIDENT,INC-69DA945D,SHARED_ACTOR,78.0,Both incidents share lead actor ACT-5BCEA423.,75.0
LNK-6B4F9F59,INCIDENT,INC-A3DFB62E,INCIDENT,INC-60B97CF6,SHARED_ACTOR,78.0,Both incidents share lead actor ACT-5BCEA423.,75.0
LNK-9C691966,INCIDENT,INC-A3DFB62E,INCIDENT,INC-EF857B06,SHARED_ACTOR,78.0,Both incidents share lead actor ACT-5BCEA423.,75.0
LNK-39910B39,INCIDENT,INC-2DDB92C7,INCIDENT,INC-6E8E7A45,SHARED_ACTOR,78.0,Both incidents share lead actor ACT-5B9A50EE.,75.0
LNK-0CB6935B,INCIDENT,INC-8C43E7FC,INCIDENT,INC-FB88CEDA,SHARED_ACTOR,78.0,Both incidents share lead actor ACT-45C722DA.,75.0
LNK-19A1CD32,INCIDENT,INC-15999B13,INCIDENT,INC-CB5C41F5,SHARED_ACTOR,78.0,Both incidents share lead actor ACT-480A6546.,75.0
LNK-99C6E294,INCIDENT,INC-15999B13,INCIDENT,INC-89C9D480,SHARED_ACTOR,78.0,Both incidents share lead actor ACT-480A6546.,75.0
LNK-6F039EC4,INCIDENT,INC-15999B13,INCIDENT,INC-AF82125B,SHARED_ACTOR,78.0,Both incidents share lead actor ACT-480A6546.,75.0
LNK-65003829,INCIDENT,INC-1E7A6C43,INCIDENT,INC-6FD8D1E2,SHARED_ACTOR,78.0,Both incidents share lead actor ACT-4DBAB638.,75.0
LNK-278DFC64,INCIDENT,INC-A8C18B51,INCIDENT,INC-F315480D,SHARED_ACTOR,78.0,Both incidents share lead actor ACT-516B220E.,75.0
LNK-7F80DB9A,INCIDENT,INC-15999B13,INCIDENT,INC-787713CD,SHARED_ACTOR,78.0,Both incidents share lead actor ACT-480A6546.,75.0
LNK-3B7317A4,INCIDENT,INC-A8C18B51,INCIDENT,INC-B340A50F,SHARED_ACTOR,78.0,Both incidents share lead actor ACT-516B220E.,75.0
LNK-9D097232,INCIDENT,INC-A8C18B51,INCIDENT,INC-50FDFD5C,SHARED_ACTOR,78.0,Both incidents share lead actor ACT-516B220E.,75.0
LNK-824A8BD3,INCIDENT,INC-5ED074E5,INCIDENT,INC-43B2CB9A,SHARED_ACTOR,78.0,Both incidents share lead actor ACT-525CFB31.,75.0
LNK-C8748225,INCIDENT,INC-30BA3CAE,INCIDENT,INC-9DA78801,SHARED_ACTOR,78.0,Both incidents share lead actor ACT-5535B8FF.,75.0
LNK-FA4CCAAE,INCIDENT,INC-30BA3CAE,INCIDENT,INC-431E4BE0,SHARED_ACTOR,78.0,Both incidents share lead actor ACT-5535B8FF.,75.0
LNK-59597ED5,INCIDENT,INC-30BA3CAE,INCIDENT,INC-5D101D0F,SHARED_ACTOR,78.0,Both incidents share lead actor ACT-5535B8FF.,75.0
LNK-F9C4310C,INCIDENT,INC-0900EA33,INCIDENT,INC-DDF4BE8C,SHARED_ACTOR,78.0,Both incidents share lead actor ACT-2F205955.,75.0
LNK-3D08F467,INCIDENT,INC-A8C18B51,INCIDENT,INC-D34E63D1,SHARED_ACTOR,78.0,Both incidents share lead actor ACT-516B220E.,75.0
LNK-DBD1C235,INCIDENT,INC-B0143C0C,INCIDENT,INC-38A2513D,SHARED_ACTOR,78.0,Both incidents share lead actor ACT-2F205955.,75.0
LNK-686A7E40,INCIDENT,INC-1E296D61,INCIDENT,INC-1CDD4560,SHARED_ACTOR,78.0,Both incidents share lead actor ACT-28E1066F.,75.0
LNK-469C25BA,INCIDENT,INC-73CA5741,INCIDENT,INC-BF3E895A,SHARED_ACTOR,78.0,Both incidents share lead actor ACT-239810D5.,75.0
LNK-5E100B13,INCIDENT,INC-8EB5B84D,INCIDENT,INC-4BCBFFEF,SHARED_ACTOR,78.0,Both incidents share lead actor ACT-1DF99FFB.,75.0
LNK-A4DED048,INCIDENT,INC-83618E73,INCIDENT,INC-BD24F6C5,SHARED_ACTOR,78.0,Both incidents share lead actor ACT-1D992B5E.,75.0
LNK-CD84AD56,INCIDENT,INC-515699A6,INCIDENT,INC-BD24F6C5,SHARED_ACTOR,78.0,Both incidents share lead actor ACT-1D992B5E.,75.0
LNK-6E161C5D,INCIDENT,INC-515699A6,INCIDENT,INC-83618E73,SHARED_ACTOR,78.0,Both incidents share lead actor ACT-1D992B5E.,75.0
LNK-6B50834A,INCIDENT,INC-B8101499,INCIDENT,INC-8F3C31BD,SHARED_ACTOR,78.0,Both incidents share lead actor ACT-16E31CC7.,75.0
LNK-646AD8AC,INCIDENT,INC-CA1AE4F9,INCIDENT,INC-BF3565C3,SHARED_ACTOR,78.0,Both incidents share lead actor ACT-157A0D7D.,75.0
LNK-A54D8376,INCIDENT,INC-FE7DD637,INCIDENT,INC-BF3565C3,SHARED_ACTOR,78.0,Both incidents share lead actor ACT-157A0D7D.,75.0
LNK-7F2C40FE,INCIDENT,INC-0D9BA78C,INCIDENT,INC-F9BF0F1F,SHARED_ACTOR,78.0,Both incidents share lead actor ACT-451B57E0.,75.0
LNK-6AD577BE,INCIDENT,INC-5ECD4F9B,INCIDENT,INC-7D4B283E,SHARED_ACTOR,78.0,Both incidents share lead actor ACT-40058B0F.,75.0
LNK-12DD7B00,INCIDENT,INC-C3E926DF,INCIDENT,INC-E8023570,SHARED_ACTOR,78.0,Both incidents share lead actor ACT-40058B0F.,75.0
LNK-960FDDEA,INCIDENT,INC-C3E926DF,INCIDENT,INC-7D4B283E,SHARED_ACTOR,78.0,Both incidents share lead actor ACT-40058B0F.,75.0
LNK-9D36D36F,INCIDENT,INC-C3E926DF,INCIDENT,INC-5ECD4F9B,SHARED_ACTOR,78.0,Both incidents share lead actor ACT-40058B0F.,75.0
LNK-3F8F6D21,INCIDENT,INC-F1B64D6B,INCIDENT,INC-9C66862F,SHARED_ACTOR,78.0,Both incidents share lead actor ACT-34C1CDB5.,75.0
LNK-B505818B,INCIDENT,INC-6F249708,INCIDENT,INC-71BCD2C8,SHARED_ACTOR,78.0,Both incidents share lead actor ACT-01EA26A9.,75.0
LNK-A5DC7F3A,INCIDENT,INC-1B2B6136,INCIDENT,INC-28275C25,SHARED_ACTOR,78.0,Both incidents share lead actor ACT-130BC3BE.,75.0
LNK-811FB5B1,INCIDENT,INC-E68D0BDF,INCIDENT,INC-1D3FC12F,SHARED_ACTOR,78.0,Both incidents share lead actor ACT-0E08ABDD.,75.0
LNK-4C967043,INCIDENT,INC-1B2B6136,INCIDENT,INC-4A35725C,SHARED_ACTOR,78.0,Both incidents share lead actor ACT-130BC3BE.,75.0
LNK-90E3BC69,INCIDENT,INC-7EE564E7,INCIDENT,INC-07FD8D0D,SHARED_ACTOR,78.0,Both incidents share lead actor ACT-0BE618C7.,75.0
LNK-59E5759B,INCIDENT,INC-7EE564E7,INCIDENT,INC-C54BDAF9,SHARED_ACTOR,78.0,Both incidents share lead actor ACT-0BE618C7.,75.0
LNK-5130BDD7,INCIDENT,INC-7EE564E7,INCIDENT,INC-9B509137,SHARED_ACTOR,78.0,Both incidents share lead actor ACT-0BE618C7.,75.0
LNK-DA46DEC0,INCIDENT,INC-F78CF454,INCIDENT,INC-54ADB586,SHARED_ACTOR,78.0,Both incidents share lead actor ACT-0D3A69A7.,75.0
LNK-7B5DA1DF,INCIDENT,INC-0900EA33,INCIDENT,INC-38A2513D,SHARED_ACTOR,78.0,Both incidents share lead actor ACT-2F205955.,75.0
LNK-96BA6442,INCIDENT,INC-63DF534D,INCIDENT,INC-B640A155,SHARED_ACTOR,78.0,Both incidents share lead actor ACT-0137B6D6.,75.0
LNK-C375202A,INCIDENT,INC-DC742503,INCIDENT,INC-494FEC72,SHARED_ACTOR,78.0,Both incidents share lead actor ACT-001930AF.,75.0
LNK-AF9B082B,INCIDENT,INC-B5390996,INCIDENT,INC-494FEC72,SHARED_ACTOR,78.0,Both incidents share lead actor ACT-001930AF.,75.0
LNK-BAFEE330,INCIDENT,INC-BD1CBF34,INCIDENT,INC-05AA8387,SHARED_ACTOR,78.0,Both incidents share lead actor ACT-2D0BDD94.,75.0
LNK-6541018E,INCIDENT,INC-0900EA33,INCIDENT,INC-B0143C0C,SHARED_ACTOR,78.0,Both incidents share lead actor ACT-2F205955.,75.0
LNK-C4DFD1DD,INCIDENT,INC-7EE564E7,INCIDENT,INC-BBF6FF7D,SHARED_ACTOR,78.0,Both incidents share lead actor ACT-0BE618C7.,75.0
LNK-F0E27989,ACTOR,ACT-A3B509D1,ACTOR,ACT-DUP-0004,ENTITY_MATCH,82.22,"Similar name (83%); Same nationality (Indian); Same region (Tamil Nadu); Shared corridor (Visakhapatnam–Mombasa, Chennai Port–Mombasa)",74.0
LNK-27CFD92A,SHIPMENT,SHP-33C1D724,SHIPMENT,SHP-0C27626B,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-FC911057.,72.0
LNK-A02972DF,SHIPMENT,SHP-DC2A0161,SHIPMENT,SHP-3CCAAB86,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-F2D4B468.,72.0
LNK-E4CD3E36,SHIPMENT,SHP-5C01DD7D,SHIPMENT,SHP-039C0F96,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-F2D4B468.,72.0
LNK-9C9607DC,SHIPMENT,SHP-5C01DD7D,SHIPMENT,SHP-3CCAAB86,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-F2D4B468.,72.0
LNK-55478488,SHIPMENT,SHP-42C4BEC1,SHIPMENT,SHP-043BFBE2,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-0051BCB6.,72.0
LNK-52432C7B,SHIPMENT,SHP-42C4BEC1,SHIPMENT,SHP-ED54ABEC,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-0051BCB6.,72.0
LNK-CB243F1D,SHIPMENT,SHP-42C4BEC1,SHIPMENT,SHP-E616E830,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-0051BCB6.,72.0
LNK-3C123338,SHIPMENT,SHP-FE3FC439,SHIPMENT,SHP-1F85C2D5,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-0D3D5473.,72.0
LNK-A4FCCAF4,SHIPMENT,SHP-FE3FC439,SHIPMENT,SHP-D52CBBC1,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-0D3D5473.,72.0
LNK-5CE21E51,SHIPMENT,SHP-FE3FC439,SHIPMENT,SHP-8E404399,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-0D3D5473.,72.0
LNK-02DF02EE,SHIPMENT,SHP-58B818BD,SHIPMENT,SHP-75D603A1,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-09A8C518.,72.0
LNK-C75CAFEA,SHIPMENT,SHP-3F5543CA,SHIPMENT,SHP-38E15599,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-09A8C518.,72.0
LNK-59A58984,SHIPMENT,SHP-3F5543CA,SHIPMENT,SHP-75D603A1,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-09A8C518.,72.0
LNK-2B85D836,SHIPMENT,SHP-3F5543CA,SHIPMENT,SHP-58B818BD,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-09A8C518.,72.0
LNK-884818C0,SHIPMENT,SHP-DF886655,SHIPMENT,SHP-16388F30,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-E779DE2C.,72.0
LNK-B241ACE8,SHIPMENT,SHP-96DFE8DE,SHIPMENT,SHP-F16C7474,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-E89C1A00.,72.0
LNK-7966A21A,SHIPMENT,SHP-96DFE8DE,SHIPMENT,SHP-E47771CF,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-E89C1A00.,72.0
LNK-5D24BCA5,SHIPMENT,SHP-F16C7474,SHIPMENT,SHP-E47771CF,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-E89C1A00.,72.0
LNK-238EE568,SHIPMENT,SHP-7087B26B,SHIPMENT,SHP-8B7C6F73,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-E8E1B36D.,72.0
LNK-CCAD0153,SHIPMENT,SHP-7087B26B,SHIPMENT,SHP-D98C894A,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-E8E1B36D.,72.0
LNK-AE279FB4,SHIPMENT,SHP-8B7C6F73,SHIPMENT,SHP-D98C894A,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-E8E1B36D.,72.0
LNK-4DF88D39,SHIPMENT,SHP-736FF9A4,SHIPMENT,SHP-9A086720,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-F1AF1ECA.,72.0
LNK-2F75E126,SHIPMENT,SHP-736FF9A4,SHIPMENT,SHP-FF0B55B6,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-F1AF1ECA.,72.0
LNK-597FB94D,SHIPMENT,SHP-736FF9A4,SHIPMENT,SHP-86BDC87F,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-F1AF1ECA.,72.0
LNK-5FA6C0FB,SHIPMENT,SHP-736FF9A4,SHIPMENT,SHP-0F04CA8D,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-F1AF1ECA.,72.0
LNK-D2802A6A,SHIPMENT,SHP-831F68C7,SHIPMENT,SHP-DD65543D,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-F22B1F49.,72.0
LNK-D994DE12,SHIPMENT,SHP-831F68C7,SHIPMENT,SHP-C3CD0C1C,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-F22B1F49.,72.0
LNK-68D57E1D,SHIPMENT,SHP-831F68C7,SHIPMENT,SHP-414986DB,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-F22B1F49.,72.0
LNK-0CB7A285,SHIPMENT,SHP-831F68C7,SHIPMENT,SHP-F7ED1158,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-F22B1F49.,72.0
LNK-65D4DAF5,SHIPMENT,SHP-5C01DD7D,SHIPMENT,SHP-DC2A0161,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-F2D4B468.,72.0
LNK-8FC24276,SHIPMENT,SHP-FA91465E,SHIPMENT,SHP-31D2CDD4,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-3030EB47.,72.0
LNK-2E4A7756,SHIPMENT,SHP-FA91465E,SHIPMENT,SHP-679D7953,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-3030EB47.,72.0
LNK-28EB8C57,SHIPMENT,SHP-F5C3EBC0,SHIPMENT,SHP-1C49F306,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-386D9F56.,72.0
LNK-9AAACF67,SHIPMENT,SHP-F5C3EBC0,SHIPMENT,SHP-9525286E,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-386D9F56.,72.0
LNK-F17A6AF9,SHIPMENT,SHP-F5C3EBC0,SHIPMENT,SHP-E6181EDF,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-386D9F56.,72.0
LNK-AFE75E19,SHIPMENT,SHP-F5C3EBC0,SHIPMENT,SHP-AC77A377,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-386D9F56.,72.0
LNK-975156E4,SHIPMENT,SHP-DCD040C9,SHIPMENT,SHP-FBAFAAF4,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-39068AE2.,72.0
LNK-57FAD76B,SHIPMENT,SHP-DCD040C9,SHIPMENT,SHP-2B05CD27,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-39068AE2.,72.0
LNK-0D44FE91,SHIPMENT,SHP-DCD040C9,SHIPMENT,SHP-451F8D7C,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-39068AE2.,72.0
LNK-197B4590,SHIPMENT,SHP-DCD040C9,SHIPMENT,SHP-DE3CAB36,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-39068AE2.,72.0
LNK-7675FCD7,SHIPMENT,SHP-A40B4E45,SHIPMENT,SHP-D1B9C768,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-3B9C1DE1.,72.0
LNK-AC85AB5A,SHIPMENT,SHP-A40B4E45,SHIPMENT,SHP-609ACF98,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-3B9C1DE1.,72.0
LNK-E485B7A2,SHIPMENT,SHP-A40B4E45,SHIPMENT,SHP-0974743F,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-3B9C1DE1.,72.0
LNK-C9049E9B,SHIPMENT,SHP-D1B9C768,SHIPMENT,SHP-609ACF98,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-3B9C1DE1.,72.0
LNK-2F304E97,SHIPMENT,SHP-170E7FE1,SHIPMENT,SHP-DAB587CD,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-3E4BA0D6.,72.0
LNK-5715D953,SHIPMENT,SHP-170E7FE1,SHIPMENT,SHP-80C73A8B,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-3E4BA0D6.,72.0
LNK-C8E9DF34,SHIPMENT,SHP-DAB587CD,SHIPMENT,SHP-80C73A8B,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-3E4BA0D6.,72.0
LNK-D397F7F2,SHIPMENT,SHP-23ADFF82,SHIPMENT,SHP-555C82F6,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-42F5939A.,72.0
LNK-EBDDF75B,SHIPMENT,SHP-23ADFF82,SHIPMENT,SHP-9D4F0DBB,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-42F5939A.,72.0
LNK-87562610,SHIPMENT,SHP-23ADFF82,SHIPMENT,SHP-BD97C92A,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-42F5939A.,72.0
LNK-5A4C6869,SHIPMENT,SHP-23ADFF82,SHIPMENT,SHP-E9C74834,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-42F5939A.,72.0
LNK-27FC8385,SHIPMENT,SHP-77A0D5CB,SHIPMENT,SHP-A5B3B5C4,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-44FE90AD.,72.0
LNK-B1320B3F,SHIPMENT,SHP-77A0D5CB,SHIPMENT,SHP-9F153763,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-44FE90AD.,72.0
LNK-BADBB460,SHIPMENT,SHP-A5B3B5C4,SHIPMENT,SHP-9F153763,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-44FE90AD.,72.0
LNK-550FD8B6,SHIPMENT,SHP-6CF2ABAD,SHIPMENT,SHP-1A953FFD,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-46969AFB.,72.0
LNK-38761E74,SHIPMENT,SHP-6CF2ABAD,SHIPMENT,SHP-C4C76684,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-46969AFB.,72.0
LNK-3704FECE,SHIPMENT,SHP-6CF2ABAD,SHIPMENT,SHP-02471ED0,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-46969AFB.,72.0
LNK-05CD4A1E,SHIPMENT,SHP-6CF2ABAD,SHIPMENT,SHP-AEC4BBAF,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-46969AFB.,72.0
LNK-D4446EC3,SHIPMENT,SHP-025303F2,SHIPMENT,SHP-8B05B767,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-4C11904A.,72.0
LNK-A5EA75AD,SHIPMENT,SHP-025303F2,SHIPMENT,SHP-C3106386,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-4C11904A.,72.0
LNK-FA3E69B8,SHIPMENT,SHP-8B05B767,SHIPMENT,SHP-C3106386,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-4C11904A.,72.0
LNK-8830431A,SHIPMENT,SHP-521D1E4A,SHIPMENT,SHP-CAEB3122,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-4FFBE26F.,72.0
LNK-9B017422,SHIPMENT,SHP-521D1E4A,SHIPMENT,SHP-51721771,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-4FFBE26F.,72.0
LNK-2E8BDF9C,SHIPMENT,SHP-521D1E4A,SHIPMENT,SHP-19CBFA22,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-4FFBE26F.,72.0
LNK-78300739,SHIPMENT,SHP-521D1E4A,SHIPMENT,SHP-FC63FDF9,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-4FFBE26F.,72.0
LNK-17E12F9F,SHIPMENT,SHP-44B3B5AB,SHIPMENT,SHP-F9A58D0D,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-52246933.,72.0
LNK-B8CA0443,SHIPMENT,SHP-44B3B5AB,SHIPMENT,SHP-DB5B7C4B,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-52246933.,72.0
LNK-39376D89,SHIPMENT,SHP-44B3B5AB,SHIPMENT,SHP-1BA7D707,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-52246933.,72.0
LNK-225390F4,SHIPMENT,SHP-F9A58D0D,SHIPMENT,SHP-DB5B7C4B,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-52246933.,72.0
LNK-772DC591,SHIPMENT,SHP-4BEC36D3,SHIPMENT,SHP-781FC354,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-52CEF0A2.,72.0
LNK-F33332A6,SHIPMENT,SHP-4BEC36D3,SHIPMENT,SHP-95763CFB,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-52CEF0A2.,72.0
LNK-603D274C,SHIPMENT,SHP-4BEC36D3,SHIPMENT,SHP-D3CD56CA,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-52CEF0A2.,72.0
LNK-0AD8F9E9,SHIPMENT,SHP-4BEC36D3,SHIPMENT,SHP-9E1F1EBC,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-52CEF0A2.,72.0
LNK-EB2DE756,SHIPMENT,SHP-DB3E980E,SHIPMENT,SHP-17E3C765,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-55A72D76.,72.0
LNK-C25B7F46,SHIPMENT,SHP-DB3E980E,SHIPMENT,SHP-52C472F2,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-55A72D76.,72.0
LNK-6D36B44F,SHIPMENT,SHP-DB3E980E,SHIPMENT,SHP-AEEC1854,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-55A72D76.,72.0
LNK-33CF02D6,SHIPMENT,SHP-DB3E980E,SHIPMENT,SHP-2E22B307,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-55A72D76.,72.0
LNK-6EEC02DF,SHIPMENT,SHP-CEEBF801,SHIPMENT,SHP-FB87F03C,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-58A0266E.,72.0
LNK-0869DEEE,SHIPMENT,SHP-CEEBF801,SHIPMENT,SHP-344E093B,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-58A0266E.,72.0
LNK-A72AEA5D,SHIPMENT,SHP-CEEBF801,SHIPMENT,SHP-541EFB13,SHARED_VEHICLE,75.0,Both shipments used vehicle VEH-58A0266E.,72.0
