incident_id,incident_date,species,commodity,quantity,source_location,destination,route_id,lead_actor,seizure_status,latitude,longitude,network_id
INC-116281CC,2025-07-26,Pangolin,scales,7,Tuticorin Port,Mombasa,RTE-C3C4BB2E,ACT-6C2A62E9,Seized,8.93609,77.65451,
INC-32716F42,2025-08-01,Elephant,ivory tusk,1,Visakhapatnam,Maputo,RTE-3623DB4A,ACT-61CA522C,Under Investigation,17.6327,82.99213,
INC-E93DC79B,2025-08-05,Pangolin,scales,1,Mumbai Port,Mombasa,RTE-F2391A9E,ACT-BF767554,Under Investigation,18.7239,72.50877,
INC-2E288468,2025-08-13,Rhino,horn,22,Visakhapatnam,Mombasa,RTE-32F0E94F,ACT-DD3ED62E,Not Seized,17.85894,83.48012,NET-03
INC-5190CCE5,2025-08-14,Rhino,horn,5,Visakhapatnam,Dar es Salaam,RTE-5CFE009F,ACT-FD05814E,Seized,17.36534,83.37125,
INC-9FA1225A,2025-08-15,Elephant,ivory tusk,9,Mumbai Port,Mombasa,RTE-BEF74FCD,ACT-CFAB48FB,Not Seized,18.77371,72.47467,
INC-9C8F005B,2025-08-17,Pangolin,scales,4,Tuticorin Port,Maputo,RTE-6502C0EF,ACT-F513E9F2,Not Seized,8.68964,78.14241,
INC-60A75744,2025-09-04,Pangolin,scales,5,Chennai Port,Dar es Salaam,RTE-05837773,ACT-20D0E245,Not Seized,12.85344,80.4147,
INC-CDEF77A9,2025-09-08,Pangolin,scales,8,Visakhapatnam,Mombasa,RTE-32F0E94F,ACT-C1CE62FB,Under Investigation,17.69403,82.76007,
INC-6E8E7A45,2025-09-10,Pangolin,scales,7,Mumbai Port,Durban,RTE-5A090E6C,ACT-5B9A50EE,Not Seized,19.2579,73.13482,
INC-CB5C41F5,2025-09-14,Elephant,ivory tusk,13,Tuticorin Port,Maputo,RTE-15641305,ACT-480A6546,Not Seized,9.06787,77.82137,NET-02
INC-15FBD001,2025-09-19,Pangolin,scales,18,Kochi Port,Dar es Salaam,RTE-A9A64DEE,ACT-DB3AAE2B,Seized,10.32672,76.1565,
INC-0CED375A,2025-09-25,Pangolin,scales,1,Tuticorin Port,Maputo,RTE-6502C0EF,ACT-020A968E,Not Seized,8.86735,77.88015,
INC-4C48EFFC,2025-09-26,Leopard,skin,5,Chennai Port,Dar es Salaam,RTE-674B55E3,ACT-F70E04EC,Seized,13.07013,80.66525,
INC-F9BF0F1F,2025-09-30,Elephant,ivory tusk,20,Visakhapatnam,Durban,RTE-D5B7DEF5,ACT-451B57E0,Not Seized,18.03898,83.27041,
INC-BFB5BBA3,2025-10-06,Elephant,ivory tusk,10,Kochi Port,Dar es Salaam,RTE-A9A64DEE,ACT-1B6D6C5C,Not Seized,9.59382,76.67823,
INC-DDF4BE8C,2025-10-07,Pangolin,scales,5,Visakhapatnam,Maputo,RTE-3623DB4A,ACT-2F205955,Not Seized,17.58497,83.2559,
INC-613CD097,2025-10-08,Rhino,horn,11,Visakhapatnam,Mombasa,RTE-32F0E94F,ACT-DC4BFFE4,Not Seized,17.22369,83.32806,NET-03
INC-5D101D0F,2025-10-08,Elephant,ivory tusk,8,Mumbai Port,Mombasa,RTE-27682144,ACT-5535B8FF,Seized,18.97879,73.11525,
INC-07FD8D0D,2025-10-14,Pangolin,scales,10,Mumbai Port,Dar es Salaam,RTE-8F0A4EBD,ACT-0BE618C7,Not Seized,18.9801,73.04446,
INC-D4E686B3,2025-10-22,Pangolin,scales,20,Chennai Port,Mombasa,RTE-F51C2F2E,ACT-7494AE24,Seized,12.95724,80.72141,NET-01
INC-2C59B619,2025-10-22,Leopard,skin,10,Kochi Port,Maputo,RTE-844D2BD8,ACT-0BE618C7,Seized,10.37166,76.72123,NET-04
INC-12FED95A,2025-10-24,Rhino,horn,24,Mumbai Port,Mombasa,RTE-A6BAB08D,ACT-7494AE24,Under Investigation,18.98007,73.29839,
INC-255C0F50,2025-10-28,Leopard,skin,14,Tuticorin Port,Dar es Salaam,RTE-BFA90C2B,ACT-8AF11CFA,Not Seized,8.3581,78.3074,
INC-741D3958,2025-10-28,Pangolin,scales,5,Kochi Port,Mombasa,RTE-C146AD8A,ACT-2AF63B3F,Seized,10.22876,76.07766,
INC-15094649,2025-10-29,Pangolin,scales,1,Mumbai Port,Mombasa,RTE-F2391A9E,ACT-A3B509D1,Not Seized,19.16406,72.82207,
INC-1798C080,2025-11-01,Rhino,horn,6,Chennai Port,Dar es Salaam,RTE-05837773,ACT-5535B8FF,Not Seized,12.71279,80.52896,
INC-60A557B7,2025-11-02,Pangolin,scales,7,Mumbai Port,Mombasa,RTE-FB4EE4BA,ACT-DUP-0004,Under Investigation,19.07623,73.06149,NET-05
INC-B7149057,2025-11-07,Rhino,horn,26,Mumbai Port,Mombasa,RTE-BEF74FCD,ACT-72D14581,Seized,19.20109,73.13321,
INC-9F6FAE88,2025-11-09,Leopard,skin,31,Chennai Port,Dar es Salaam,RTE-05837773,ACT-E039AAEB,Not Seized,12.98684,80.09773,
INC-44A7CA78,2025-11-11,Leopard,skin,29,Kochi Port,Maputo,RTE-844D2BD8,ACT-0BE618C7,Seized,9.95344,76.53729,NET-04
INC-BC46527B,2025-11-14,Elephant,ivory tusk,6,Tuticorin Port,Maputo,RTE-15641305,ACT-DUP-0008,Not Seized,8.46513,78.17063,
INC-EF857B06,2025-11-15,Elephant,ivory tusk,13,Tuticorin Port,Maputo,RTE-15641305,ACT-5BCEA423,Under Investigation,8.29563,78.27121,NET-02
INC-0F37ED1D,2025-11-15,Leopard,skin,48,Mumbai Port,Maputo,RTE-D769322C,ACT-1D7B2448,Seized,19.36437,72.78624,
INC-1E7A6C43,2025-11-17,Pangolin,scales,5,Visakhapatnam,Mombasa,RTE-32F0E94F,ACT-4DBAB638,Not Seized,17.98207,82.92013,
INC-9A927874,2025-11-17,Leopard,skin,5,Kochi Port,Dar es Salaam,RTE-D37D6F20,ACT-DUP-0009,Not Seized,10.3582,76.30726,
INC-06F73824,2025-11-17,Pangolin,scales,7,Kochi Port,Durban,RTE-EFEFC83E,ACT-BA821236,Seized,10.3189,76.11822,
INC-8C43E7FC,2025-11-18,Rhino,horn,5,Visakhapatnam,Mombasa,RTE-32F0E94F,ACT-45C722DA,Not Seized,17.81911,83.35203,NET-03
INC-90E24B50,2025-11-19,Elephant,ivory tusk,13,Mumbai Port,Maputo,RTE-DD5236CF,ACT-DD3ED62E,Seized,19.37563,73.06797,
INC-075D65FD,2025-11-20,Pangolin,scales,8,Kochi Port,Durban,RTE-F534A60F,ACT-71CD333C,Under Investigation,9.56071,76.65605,
INC-6F249708,2025-11-27,Pangolin,scales,74,Kochi Port,Dar es Salaam,RTE-9EC78713,ACT-01EA26A9,Seized,10.31032,76.71203,
INC-EF577071,2025-11-28,Pangolin,scales,23,Chennai Port,Mombasa,RTE-F51C2F2E,ACT-DUP-0006,Not Seized,13.27784,80.17502,
INC-93B3BAA0,2025-11-30,Rhino,horn,54,Visakhapatnam,Mombasa,RTE-32F0E94F,ACT-DC4BFFE4,Not Seized,17.28827,83.382,NET-03
INC-DC742503,2025-12-02,Pangolin,scales,3,Visakhapatnam,Mombasa,RTE-842CC51F,ACT-001930AF,Not Seized,18.00477,83.55063,
INC-4A35725C,2025-12-05,Pangolin,scales,4,Mumbai Port,Dar es Salaam,RTE-8F0A4EBD,ACT-130BC3BE,Seized,18.99298,72.98682,
INC-2826EA19,2025-12-10,Elephant,ivory tusk,6,Mumbai Port,Mombasa,RTE-BEF74FCD,ACT-7187AEBF,Not Seized,19.33996,72.38085,
INC-8D8D900A,2025-12-17,Elephant,ivory tusk,4,Visakhapatnam,Durban,RTE-D5B7DEF5,ACT-B49444A6,Not Seized,17.23862,83.0551,
INC-32161C4F,2025-12-21,Pangolin,scales,9,Kochi Port,Dar es Salaam,RTE-D37D6F20,ACT-DUP-0005,Not Seized,9.52691,75.79094,
INC-50FDFD5C,2025-12-23,Pangolin,scales,8,Mumbai Port,Mombasa,RTE-EA4FA88B,ACT-516B220E,Seized,19.36833,73.16602,
INC-822B9C23,2025-12-29,Leopard,skin,3,Chennai Port,Mombasa,RTE-F51C2F2E,ACT-DUP-0009,Under Investigation,13.50988,80.00534,
INC-1DDB2C11,2025-12-30,Pangolin,scales,4,Visakhapatnam,Mombasa,RTE-32F0E94F,ACT-6C2A62E9,Not Seized,17.64758,82.92483,
INC-787713CD,2025-12-30,Elephant,ivory tusk,42,Tuticorin Port,Maputo,RTE-15641305,ACT-480A6546,Seized,8.69174,77.66022,NET-02
INC-FB88CEDA,2025-12-30,Rhino,horn,17,Visakhapatnam,Mombasa,RTE-32F0E94F,ACT-45C722DA,Seized,17.41107,83.43068,NET-03
INC-2992C5A5,2026-01-04,Pangolin,scales,8,Mumbai Port,Mombasa,RTE-A6BAB08D,ACT-ADF3339E,Not Seized,18.46758,73.09054,
INC-B49586C7,2026-01-14,Elephant,ivory tusk,2,Mumbai Port,Durban,RTE-5A090E6C,ACT-72D14581,Seized,18.5927,73.15123,
INC-7D4B283E,2026-01-18,Pangolin,scales,3,Tuticorin Port,Durban,RTE-12678A58,ACT-40058B0F,Under Investigation,9.22527,77.78346,
INC-8D27A117,2026-01-19,Elephant,ivory tusk,7,Mumbai Port,Dar es Salaam,RTE-BE75B5F4,ACT-DUP-0001,Not Seized,19.13455,72.78994,
INC-2CE068AA,2026-01-20,Pangolin,scales,3,Mumbai Port,Dar es Salaam,RTE-8F0A4EBD,ACT-E039AAEB,Under Investigation,18.98235,73.24187,
INC-0BBF9870,2026-01-22,Pangolin,scales,9,Chennai Port,Mombasa,RTE-F51C2F2E,ACT-A3B509D1,Not Seized,13.02285,79.89274,NET-01
INC-6FD8D1E2,2026-01-22,Pangolin,scales,33,Chennai Port,Mombasa,RTE-FDDFEF85,ACT-4DBAB638,Under Investigation,13.44742,80.5836,
INC-C36D97AB,2026-02-04,Pangolin,scales,2,Mumbai Port,Maputo,RTE-D769322C,ACT-F70E04EC,Seized,19.27373,73.3198,
INC-17D6DB38,2026-02-06,Pangolin,scales,11,Chennai Port,Mombasa,RTE-F51C2F2E,ACT-DUP-0005,Seized,13.16931,79.93871,
INC-C378F9D9,2026-02-11,Pangolin,scales,17,Chennai Port,Mombasa,RTE-F51C2F2E,ACT-BF767554,Not Seized,12.75032,79.80737,
INC-322254E2,2026-02-18,Pangolin,scales,16,Visakhapatnam,Mombasa,RTE-EF6F0110,ACT-7353F8D0,Not Seized,17.36319,83.21687,
INC-7FD2287E,2026-02-21,Elephant,ivory tusk,4,Chennai Port,Durban,RTE-4B8AC9E4,ACT-CA6408EB,Seized,13.09539,80.00137,
INC-E2775A7D,2026-02-24,Pangolin,scales,18,Tuticorin Port,Mombasa,RTE-C3C4BB2E,ACT-BF767554,Under Investigation,9.14283,78.43223,
INC-13B7BC4E,2026-02-27,Leopard,skin,14,Visakhapatnam,Maputo,RTE-5A7B190F,ACT-D4295B58,Under Investigation,17.91252,83.33192,
INC-4CF654A6,2026-03-03,Pangolin,scales,22,Visakhapatnam,Mombasa,RTE-EF6F0110,ACT-4B53C901,Not Seized,17.52805,83.0987,
INC-A6646C7F,2026-03-04,Elephant,ivory tusk,7,Visakhapatnam,Mombasa,RTE-32F0E94F,ACT-F70E04EC,Not Seized,17.65029,83.09829,
INC-B9EF0A14,2026-03-06,Leopard,skin,2,Mumbai Port,Durban,RTE-7C3E668E,ACT-F70E04EC,Not Seized,18.47891,73.20243,
INC-40171DBA,2026-03-17,Pangolin,scales,22,Mumbai Port,Mombasa,RTE-FB4EE4BA,ACT-DUP-0007,Not Seized,18.53663,72.82702,NET-05
INC-006A0A35,2026-03-28,Elephant,ivory tusk,2,Kochi Port,Maputo,RTE-844D2BD8,ACT-0BE618C7,Not Seized,9.67135,75.84316,
INC-83618E73,2026-04-04,Elephant,ivory tusk,4,Chennai Port,Dar es Salaam,RTE-05837773,ACT-1D992B5E,Under Investigation,13.28918,79.80229,
INC-27AF02AC,2026-04-09,Pangolin,scales,7,Chennai Port,Mombasa,RTE-F51C2F2E,ACT-A7290540,Seized,12.65725,80.75759,NET-01
INC-5EF621B3,2026-04-12,Pangolin,scales,13,Chennai Port,Mombasa,RTE-F51C2F2E,ACT-A7290540,Under Investigation,12.75322,79.83575,NET-01
INC-66FE58C2,2026-04-13,Pangolin,scales,6,Kochi Port,Maputo,RTE-83C30583,ACT-95A4317F,Seized,9.58735,76.48327,
INC-5814A5A3,2026-04-18,Leopard,skin,8,Kochi Port,Maputo,RTE-844D2BD8,ACT-9150A102,Seized,9.71774,76.35813,NET-04
INC-0153BECF,2026-04-20,Pangolin,scales,7,Chennai Port,Dar es Salaam,RTE-22651175,ACT-EBD0B65D,Not Seized,12.83514,80.48405,
INC-55173AC1,2026-04-22,Leopard,skin,50,Visakhapatnam,Mombasa,RTE-837DA83F,ACT-C48421F9,Not Seized,17.27809,83.03781,
INC-DA76F294,2026-04-25,Leopard,skin,21,Kochi Port,Maputo,RTE-844D2BD8,ACT-DUP-0002,Under Investigation,10.35952,76.19548,NET-04
INC-5F2253A2,2026-04-29,Pangolin,scales,8,Kochi Port,Durban,RTE-15E430E6,ACT-C246476B,Not Seized,10.17232,76.34177,
INC-FD151C94,2026-05-04,Rhino,horn,1,Tuticorin Port,Durban,RTE-68716855,ACT-EBD0B65D,Not Seized,9.07103,78.62531,
INC-F9B159E0,2026-05-07,Rhino,horn,10,Mumbai Port,Mombasa,RTE-B4DC47C9,ACT-83FE0258,Seized,18.68615,72.78594,
INC-751BFF5B,2026-05-10,Leopard,skin,5,Visakhapatnam,Mombasa,RTE-32F0E94F,ACT-A7290540,Not Seized,17.66101,83.58054,
INC-28275C25,2026-05-14,Rhino,horn,10,Visakhapatnam,Mombasa,RTE-01273A62,ACT-130BC3BE,Not Seized,17.66832,82.83581,
INC-83C84C75,2026-05-15,Pangolin,scales,9,Visakhapatnam,Mombasa,RTE-01273A62,ACT-EB994163,Under Investigation,17.74644,82.87374,
INC-D6C72864,2026-05-17,Pangolin,scales,3,Kochi Port,Mombasa,RTE-5B12885C,ACT-A647D8DE,Under Investigation,9.55331,76.2195,
INC-60B97CF6,2026-05-24,Elephant,ivory tusk,10,Tuticorin Port,Maputo,RTE-15641305,ACT-5BCEA423,Not Seized,8.38407,77.97242,NET-02
INC-8701EC71,2026-05-25,Pangolin,scales,5,Tuticorin Port,Maputo,RTE-15641305,ACT-DUP-0005,Not Seized,8.87129,78.1815,
INC-403FDB4C,2026-05-26,Pangolin,scales,5,Tuticorin Port,Maputo,RTE-15641305,ACT-DUP-0006,Seized,8.98854,78.21319,
INC-51199438,2026-05-27,Pangolin,scales,11,Mumbai Port,Mombasa,RTE-FB4EE4BA,ACT-46D85523,Under Investigation,19.00675,73.25089,
INC-69DA945D,2026-06-10,Elephant,ivory tusk,11,Tuticorin Port,Maputo,RTE-15641305,ACT-5BCEA423,Not Seized,9.02499,78.19608,NET-02
INC-A82CC362,2026-06-14,Pangolin,scales,27,Mumbai Port,Mombasa,RTE-FB4EE4BA,ACT-6F081E40,Not Seized,18.68653,72.69137,NET-05
INC-877EF9A7,2026-06-16,Leopard,skin,5,Kochi Port,Maputo,RTE-844D2BD8,ACT-DUP-0010,Seized,9.90441,76.73549,
INC-6391E51B,2026-06-19,Pangolin,scales,2,Mumbai Port,Durban,RTE-5A090E6C,ACT-DUP-0005,Seized,18.93557,73.32319,
INC-A5C21485,2026-06-24,Pangolin,scales,5,Kochi Port,Durban,RTE-F534A60F,ACT-866A9666,Not Seized,10.01244,75.92166,
INC-92F2DDB3,2026-06-28,Pangolin,scales,3,Mumbai Port,Mombasa,RTE-FB4EE4BA,ACT-DUP-0007,Not Seized,18.4841,72.71001,NET-05
INC-1890EF7F,2026-07-01,Pangolin,scales,9,Mumbai Port,Mombasa,RTE-FB4EE4BA,ACT-6F081E40,Not Seized,18.68904,72.88463,NET-05
INC-0080E45A,2026-07-03,Rhino,horn,5,Visakhapatnam,Mombasa,RTE-32F0E94F,ACT-DD3ED62E,Seized,17.27709,83.5538,NET-03
INC-49772DB9,2026-07-04,Pangolin,scales,23,Chennai Port,Mombasa,RTE-F51C2F2E,ACT-7494AE24,Not Seized,12.61709,80.68002,NET-01
INC-ADB724B1,2026-07-05,Pangolin,scales,7,Kochi Port,Mombasa,RTE-5B12885C,ACT-A05EB96B,Seized,10.05329,76.62966,
INC-8FA93DB2,2026-07-07,Leopard,skin,2,Kochi Port,Dar es Salaam,RTE-D37D6F20,ACT-DUP-0010,Not Seized,10.36816,76.3211,
INC-4CC681DB,2026-07-11,Leopard,skin,3,Kochi Port,Mombasa,RTE-5B12885C,ACT-E039AAEB,Not Seized,9.66287,76.71003,
INC-A99ECD5A,2026-07-13,Leopard,skin,28,Kochi Port,Maputo,RTE-844D2BD8,ACT-EBD0B65D,Not Seized,10.30857,76.50807,NET-04
INC-70444A14,2026-07-15,Rhino,horn,10,Visakhapatnam,Mombasa,RTE-32F0E94F,ACT-DC4BFFE4,Seized,17.23828,82.99715,NET-03
INC-35C14236,2026-07-16,Pangolin,scales,4,Chennai Port,Mombasa,RTE-F51C2F2E,ACT-A3B509D1,Seized,13.10277,80.31741,NET-01
INC-E8023570,2026-07-17,Rhino,horn,3,Mumbai Port,Dar es Salaam,RTE-8F0A4EBD,ACT-40058B0F,Not Seized,18.78661,73.01342,
INC-B23B2358,2026-07-18,Pangolin,scales,12,Mumbai Port,Mombasa,RTE-FB4EE4BA,ACT-6F081E40,Not Seized,19.06169,72.42075,NET-05
INC-1B0E87B2,2026-07-24,Rhino,horn,8,Tuticorin Port,Maputo,RTE-15641305,ACT-DUP-0003,Under Investigation,9.07019,78.18503,
INC-A251BBF1,2026-07-26,Pangolin,scales,7,Mumbai Port,Mombasa,RTE-FB4EE4BA,ACT-DUP-0004,Not Seized,18.9551,72.65836,NET-05
INC-FE8EFEF7,2026-07-31,Pangolin,scales,4,Tuticorin Port,Durban,RTE-12678A58,ACT-DUP-0008,Not Seized,8.98645,78.35484,
INC-0AA68A2E,2026-08-01,Pangolin,scales,12,Kochi Port,Durban,RTE-F534A60F,ACT-DD3ED62E,Not Seized,9.46185,76.02498,
INC-D079FCB9,2026-08-05,Rhino,horn,17,Visakhapatnam,Mombasa,RTE-32F0E94F,ACT-EA441661,Seized,17.57354,83.65523,NET-03
INC-9FEDC9C2,2026-08-05,Rhino,horn,43,Tuticorin Port,Durban,RTE-12678A58,ACT-CA6408EB,Not Seized,8.60602,77.89422,
INC-10F98BB7,2026-08-17,Leopard,skin,2,Chennai Port,Durban,RTE-A842284A,ACT-F73F1F34,Not Seized,12.80191,80.74657,
INC-AF82125B,2026-08-18,Pangolin,scales,37,Kochi Port,Mombasa,RTE-C146AD8A,ACT-480A6546,Seized,10.08905,76.76671,
INC-72CC895D,2026-08-22,Rhino,horn,5,Visakhapatnam,Mombasa,RTE-32F0E94F,ACT-EA441661,Not Seized,17.69889,82.945,NET-03
INC-CD4B4FDB,2026-08-26,Elephant,ivory tusk,12,Mumbai Port,Mombasa,RTE-B4DC47C9,ACT-D404B1E6,Seized,19.12919,72.37471,
INC-5319B266,2026-08-28,Elephant,ivory tusk,4,Kochi Port,Dar es Salaam,RTE-D37D6F20,ACT-DUP-0007,Not Seized,10.23156,76.00101,
INC-6643099B,2026-08-31,Elephant,ivory tusk,2,Mumbai Port,Mombasa,RTE-A6BAB08D,ACT-DUP-0005,Not Seized,18.80771,72.79793,
INC-B3F13D55,2026-09-01,Elephant,ivory tusk,9,Mumbai Port,Durban,RTE-5A090E6C,ACT-DUP-0007,Not Seized,19.10829,73.32954,
INC-48A7B2CB,2026-09-02,Rhino,horn,17,Mumbai Port,Durban,RTE-5A090E6C,ACT-DUP-0004,Not Seized,18.53434,72.95926,
INC-F0F43572,2026-09-04,Elephant,ivory tusk,15,Tuticorin Port,Maputo,RTE-15641305,ACT-A19B3B13,Seized,8.49214,78.06191,NET-02
INC-4A1D04B0,2026-09-07,Leopard,skin,8,Tuticorin Port,Maputo,RTE-15641305,ACT-DUP-0009,Seized,8.78516,78.25839,
INC-54ADB586,2026-09-11,Rhino,horn,79,Kochi Port,Maputo,RTE-844D2BD8,ACT-0D3A69A7,Not Seized,9.92964,75.85422,
INC-F4EEC901,2026-09-13,Pangolin,scales,5,Mumbai Port,Mombasa,RTE-FB4EE4BA,ACT-DUP-0007,Seized,18.94194,73.19189,NET-05
INC-D7A578CB,2026-09-13,Elephant,ivory tusk,7,Chennai Port,Mombasa,RTE-F51C2F2E,ACT-DUP-0007,Seized,12.80936,80.1257,
INC-78AFF1CC,2026-09-17,Elephant,ivory tusk,23,Tuticorin Port,Maputo,RTE-15641305,ACT-480A6546,Under Investigation,8.57518,77.95998,NET-02
INC-87E0247E,2026-09-20,Elephant,ivory tusk,1,Chennai Port,Dar es Salaam,RTE-674B55E3,ACT-F20CA79B,Under Investigation,13.4319,80.02037,
INC-E1E1AE41,2026-09-21,Leopard,skin,7,Mumbai Port,Mombasa,RTE-378A7DE2,ACT-802FEC44,Not Seized,18.61595,73.02803,
INC-F97EDDD5,2026-09-25,Pangolin,scales,6,Mumbai Port,Durban,RTE-5A090E6C,ACT-DUP-0006,Not Seized,19.33299,72.52727,
INC-8F3C31BD,2026-09-26,Leopard,skin,5,Tuticorin Port,Mombasa,RTE-C3C4BB2E,ACT-16E31CC7,Not Seized,9.19195,78.62971,
INC-EEE150DB,2026-09-29,Pangolin,scales,12,Tuticorin Port,Maputo,RTE-15641305,ACT-DUP-0001,Seized,8.45998,77.64236,
INC-024F87A5,2026-10-03,Leopard,skin,6,Kochi Port,Maputo,RTE-844D2BD8,ACT-DUP-0002,Under Investigation,10.39482,76.62031,NET-04
INC-BD24F6C5,2026-10-14,Elephant,ivory tusk,5,Visakhapatnam,Mombasa,RTE-01273A62,ACT-1D992B5E,Not Seized,17.93952,82.87711,
INC-97AFBC25,2026-10-14,Pangolin,scales,3,Chennai Port,Dar es Salaam,RTE-22651175,ACT-ADB13586,Seized,12.62357,79.93964,
INC-4187585A,2026-10-15,Rhino,horn,2,Chennai Port,Mombasa,RTE-F51C2F2E,ACT-DUP-0004,Not Seized,12.81078,79.98274,
INC-5A1F8BFD,2026-10-18,Pangolin,scales,7,Kochi Port,Dar es Salaam,RTE-4424DBF1,ACT-D4295B58,Seized,9.91114,76.36732,
INC-9D2BA2B7,2026-10-19,Pangolin,scales,11,Kochi Port,Dar es Salaam,RTE-D37D6F20,ACT-D404B1E6,Not Seized,10.17515,75.80083,
INC-EE63DD43,2026-10-21,Leopard,skin,7,Kochi Port,Durban,RTE-15E430E6,ACT-6F081E40,Under Investigation,9.99633,76.46395,
INC-82D04226,2026-10-23,Leopard,skin,15,Tuticorin Port,Durban,RTE-3BE0D749,ACT-2AF63B3F,Not Seized,8.28547,78.5095,
INC-D10E4C8F,2026-10-24,Leopard,skin,6,Kochi Port,Maputo,RTE-844D2BD8,ACT-DUP-0002,Seized,9.45552,76.41277,NET-04
INC-6FDD3514,2026-10-25,Pangolin,scales,2,Chennai Port,Durban,RTE-4B8AC9E4,ACT-F702EB53,Not Seized,13.57903,80.74549,
INC-9C20A615,2026-10-26,Rhino,horn,31,Tuticorin Port,Dar es Salaam,RTE-526A517F,ACT-72D14581,Seized,9.06768,77.91683,
INC-B640A155,2026-10-26,Leopard,skin,5,Chennai Port,Dar es Salaam,RTE-05837773,ACT-0137B6D6,Not Seized,13.31492,80.57726,
INC-FE1AB35A,2026-10-28,Rhino,horn,1,Mumbai Port,Dar es Salaam,RTE-8F0A4EBD,ACT-74B10513,Not Seized,18.65176,72.47177,
INC-910E86C3,2026-10-30,Leopard,skin,6,Mumbai Port,Mombasa,RTE-F2391A9E,ACT-F702EB53,Not Seized,18.58986,72.76773,
INC-0BE00279,2026-11-02,Rhino,horn,10,Visakhapatnam,Mombasa,RTE-EF6F0110,ACT-D2CB78D6,Not Seized,17.31837,83.43432,
INC-E5D4001B,2026-11-07,Pangolin,scales,15,Mumbai Port,Mombasa,RTE-FB4EE4BA,ACT-6F081E40,Seized,19.39999,73.24075,NET-05
INC-4E49C454,2026-11-10,Pangolin,scales,66,Mumbai Port,Mombasa,RTE-FB4EE4BA,ACT-DUP-0004,Not Seized,19.099,72.61533,NET-05
INC-0D75271F,2026-11-13,Rhino,horn,4,Visakhapatnam,Mombasa,RTE-01273A62,ACT-ADF3339E,Not Seized,17.93506,82.90302,
INC-14EBC331,2026-11-14,Rhino,horn,5,Kochi Port,Maputo,RTE-844D2BD8,ACT-8D60BEB9,Not Seized,10.2869,76.59752,
INC-131AE7EA,2026-11-19,Leopard,skin,4,Tuticorin Port,Dar es Salaam,RTE-526A517F,ACT-DUP-0005,Not Seized,8.47486,78.25777,
INC-ECB2E22B,2026-11-24,Pangolin,scales,5,Kochi Port,Dar es Salaam,RTE-D37D6F20,ACT-DUP-0006,Seized,10.42246,75.89569,
INC-BF3E895A,2026-11-25,Rhino,horn,12,Tuticorin Port,Dar es Salaam,RTE-BFA90C2B,ACT-239810D5,Not Seized,8.5221,77.80569,
INC-7FA21422,2026-11-29,Pangolin,scales,2,Kochi Port,Durban,RTE-EFEFC83E,ACT-516B220E,Not Seized,9.80848,75.78737,
INC-2199F6B6,2026-12-01,Pangolin,scales,3,Visakhapatnam,Mombasa,RTE-842CC51F,ACT-E039AAEB,Under Investigation,17.72377,83.31144,
INC-A6C53A45,2026-12-02,Pangolin,scales,1,Visakhapatnam,Dar es Salaam,RTE-CB7E8B4C,ACT-DUP-0002,Not Seized,17.89497,82.78585,
INC-BF3565C3,2026-12-05,Leopard,skin,265,Kochi Port,Maputo,RTE-844D2BD8,ACT-157A0D7D,Not Seized,10.08116,76.46927,NET-04
INC-71BCD2C8,2026-12-07,Leopard,skin,10,Kochi Port,Maputo,RTE-E316C151,ACT-01EA26A9,Not Seized,9.83811,76.63805,
INC-08138381,2026-12-08,Rhino,horn,3,Tuticorin Port,Maputo,RTE-15641305,ACT-130BC3BE,Not Seized,8.56132,78.2012,
INC-00F43BE5,2026-12-13,Rhino,horn,19,Mumbai Port,Dar es Salaam,RTE-BE75B5F4,ACT-DUP-0007,Under Investigation,18.72065,72.45356,
INC-0B663344,2026-12-17,Pangolin,scales,12,Visakhapatnam,Mombasa,RTE-837DA83F,ACT-B1A0AF66,Not Seized,18.08682,83.59239,
INC-E41D08F2,2026-12-20,Pangolin,scales,3,Visakhapatnam,Dar es Salaam,RTE-B5BE3EA8,ACT-DUP-0005,Seized,17.55744,83.5313,
INC-AE29A212,2026-12-22,Leopard,skin,6,Kochi Port,Maputo,RTE-844D2BD8,ACT-9150A102,Not Seized,10.32121,76.1053,NET-04
INC-43B2CB9A,2026-12-25,Pangolin,scales,1,Tuticorin Port,Durban,RTE-12678A58,ACT-525CFB31,Seized,9.21265,78.39841,
INC-F3E7C448,2026-12-26,Rhino,horn,11,Kochi Port,Maputo,RTE-844D2BD8,ACT-F70E04EC,Not Seized,10.26821,76.46477,
INC-0AD78984,2026-12-27,Pangolin,scales,8,Chennai Port,Mombasa,RTE-F51C2F2E,ACT-95A4317F,Seized,13.18382,80.47877,NET-01
INC-C435FC84,2026-12-28,Leopard,skin,11,Kochi Port,Maputo,RTE-844D2BD8,ACT-9150A102,Under Investigation,9.6964,76.01129,NET-04
INC-494FEC72,2026-12-29,Pangolin,scales,7,Chennai Port,Mombasa,RTE-FDDFEF85,ACT-001930AF,Under Investigation,12.69462,80.04045,
