shipment_id,incident_id,actor_id,vehicle_id,transport_type,departure_date,arrival_date,shipment_weight,status
SHP-5E8E7C36,INC-60A557B7,ACT-E039AAEB,VEH-58A0266E,Air Cargo,2025-11-02,2025-11-10,331.09,Delivered
SHP-CF53859D,INC-B7149057,ACT-C246476B,VEH-F95FA7A4,Road,2025-11-07,2025-12-17,19.93,Delayed
SHP-DC2A0161,INC-9F6FAE88,ACT-8AF11CFA,VEH-F2D4B468,Air Cargo,2025-11-09,2025-12-15,39.1,Delivered
SHP-1CE9F6E7,INC-44A7CA78,ACT-16E31CC7,VEH-89A02B74,Mixed,2025-11-11,2025-12-15,132.67,Delivered
SHP-58B818BD,INC-BC46527B,ACT-9A97A853,VEH-09A8C518,Rail,2025-11-14,2025-12-19,201.44,In Transit
SHP-C34CCCE5,INC-EF857B06,ACT-020A968E,VEH-C5004365,Sea Freight,2025-11-15,2025-12-05,211.74,In Transit
SHP-7D5CD8D3,INC-0F37ED1D,ACT-EB994163,VEH-16615E5D,Road,2025-11-15,2025-12-26,98.25,Delivered
SHP-D5ABA39D,INC-1E7A6C43,ACT-6C2A62E9,VEH-AA99CADF,Rail,2025-11-17,2025-12-23,83.23,Intercepted
SHP-B74970A7,INC-9A927874,ACT-D4BFC62A,VEH-8C4716E8,Mixed,2025-11-17,2026-01-01,56.45,In Transit
SHP-BEC6DF8B,INC-06F73824,ACT-480A6546,VEH-953B7492,Mixed,2025-11-17,2025-12-16,66.72,Delivered
SHP-7BA4D735,INC-8C43E7FC,ACT-2D0BDD94,VEH-D1F669CE,Air Cargo,2025-11-18,2025-12-14,20.16,Intercepted
SHP-90878D67,INC-90E24B50,ACT-D2CB78D6,VEH-0051BCB6,Sea Freight,2025-11-19,2025-12-03,15.86,Delivered
SHP-1EA18D91,INC-075D65FD,ACT-A8B80500,VEH-F57142D5,Rail,2025-11-20,2025-12-20,33.02,Delivered
SHP-36B9EE67,INC-6F249708,ACT-F702EB53,VEH-8C4716E8,Air Cargo,2025-11-27,2026-01-09,28.41,Delayed
SHP-06289CA1,INC-EF577071,ACT-CAA8911E,VEH-F95FA7A4,Rail,2025-11-28,2026-01-08,22.02,Intercepted
SHP-1D1BB5F4,INC-93B3BAA0,ACT-7494AE24,VEH-E779DE2C,Rail,2025-11-30,2025-12-15,61.98,In Transit
SHP-679D7953,INC-DC742503,ACT-DUP-0005,VEH-3030EB47,Air Cargo,2025-12-02,2025-12-31,78.24,Delivered
SHP-157C5D56,INC-4A35725C,ACT-DUP-0010,VEH-6D08839D,Rail,2025-12-05,2026-01-05,35.86,Delayed
SHP-4C62338B,INC-2826EA19,ACT-DD3ED62E,VEH-69A64C1C,Rail,2025-12-10,2026-01-17,125.18,Delivered
SHP-DC66FF5B,INC-8D8D900A,ACT-16E31CC7,VEH-CE4C3B2A,Air Cargo,2025-12-17,2025-12-29,11.85,Intercepted
SHP-F9A58D0D,INC-32161C4F,ACT-DBBBE5BC,VEH-52246933,Mixed,2025-12-21,2025-12-30,27.82,Intercepted
SHP-02348E9D,INC-50FDFD5C,ACT-DUP-0007,VEH-D7A1FC4E,Mixed,2025-12-23,2026-01-09,17.37,In Transit
SHP-6CE6E9F0,INC-822B9C23,ACT-D4295B58,VEH-AA99CADF,Mixed,2025-12-29,2026-02-10,6.17,Intercepted
SHP-9D05EC40,INC-1DDB2C11,ACT-99F0286C,VEH-B5D8E814,Mixed,2025-12-30,2026-02-09,30.74,Delivered
SHP-55ADF2C0,INC-787713CD,ACT-3FD962A7,VEH-C5004365,Road,2025-12-30,2026-02-02,29.68,In Transit
SHP-9E1F1EBC,INC-FB88CEDA,ACT-45C722DA,VEH-52CEF0A2,Sea Freight,2025-12-30,2026-02-03,129.3,Delayed
SHP-84E5E721,INC-2992C5A5,ACT-A7290540,VEH-0051BCB6,Mixed,2026-01-04,2026-01-18,58.42,Intercepted
SHP-5454831B,INC-B49586C7,ACT-6F081E40,VEH-FACD8AF3,Air Cargo,2026-01-14,2026-02-17,13.17,Delivered
SHP-FF445DCC,INC-7D4B283E,ACT-45C722DA,VEH-CE4C3B2A,Mixed,2026-01-18,2026-01-28,175.68,Intercepted
SHP-724EFE77,INC-8D27A117,ACT-9DC49715,VEH-A9908C11,Road,2026-01-19,2026-03-05,99.38,Intercepted
SHP-735BE970,INC-2CE068AA,ACT-D4295B58,VEH-CA86CAF6,Mixed,2026-01-20,2026-02-14,55.92,In Transit
SHP-47A8C77E,INC-0BBF9870,ACT-3B25DA0A,VEH-3030EB47,Road,2026-01-22,2026-02-06,27.01,Delivered
SHP-0B3B63AD,INC-6FD8D1E2,ACT-7187AEBF,VEH-9A32A5BD,Road,2026-01-22,2026-02-06,13.96,Delivered
SHP-8A23C45D,INC-C36D97AB,ACT-866A9666,VEH-875537E2,Mixed,2026-02-04,2026-03-08,23.69,Intercepted
SHP-52C472F2,INC-17D6DB38,ACT-DC4BFFE4,VEH-55A72D76,Sea Freight,2026-02-06,2026-03-11,88.22,In Transit
SHP-769C5122,INC-C378F9D9,ACT-020A968E,VEH-CE1D2BF3,Road,2026-02-11,2026-03-15,180.57,Delayed
SHP-025303F2,INC-322254E2,ACT-DB3AAE2B,VEH-4C11904A,Sea Freight,2026-02-18,2026-03-28,132.81,Delayed
SHP-9B5BFF30,INC-7FD2287E,ACT-D404B1E6,VEH-D1F669CE,Air Cargo,2026-02-21,2026-03-22,21.33,Delayed
SHP-0C1B97A4,INC-E2775A7D,ACT-D4295B58,VEH-6A29C4F6,Road,2026-02-24,2026-03-16,12.09,Intercepted
SHP-2392FD99,INC-13B7BC4E,ACT-61CA522C,VEH-78002D47,Mixed,2026-02-27,2026-03-27,37.59,Delayed
SHP-1BA3614E,INC-4CF654A6,ACT-451B57E0,VEH-E779DE2C,Sea Freight,2026-03-03,2026-03-31,6.74,Delayed
SHP-F2D2AF8E,INC-A6646C7F,ACT-C246476B,VEH-F7F36C05,Rail,2026-03-04,2026-03-12,44.29,Delayed
SHP-54BFC863,INC-B9EF0A14,ACT-9FA63766,VEH-CAE2C79F,Air Cargo,2026-03-06,2026-03-13,29.0,Intercepted
SHP-1EE4CE49,INC-40171DBA,ACT-F0092B27,VEH-58A0266E,Road,2026-03-17,2026-04-03,21.77,Intercepted
SHP-E78DAB87,INC-006A0A35,ACT-CAA8911E,VEH-920EE291,Sea Freight,2026-03-28,2026-04-09,7.88,Delayed
SHP-3CCAAB86,INC-83618E73,ACT-9A97A853,VEH-F2D4B468,Sea Freight,2026-04-04,2026-04-30,52.57,In Transit
SHP-DD0DD319,INC-27AF02AC,ACT-DUP-0003,VEH-6989DB09,Sea Freight,2026-04-09,2026-04-16,20.5,Delivered
SHP-CAC3049D,INC-5EF621B3,ACT-DD3ED62E,VEH-6989DB09,Sea Freight,2026-04-12,2026-05-26,11.55,In Transit
SHP-D6228EB3,INC-66FE58C2,ACT-F702EB53,VEH-F7F36C05,Air Cargo,2026-04-13,2026-05-11,2.5,Delayed
SHP-726724E1,INC-5814A5A3,ACT-A9F1176D,VEH-42F5939A,Sea Freight,2026-04-18,2026-04-29,32.31,In Transit
SHP-BADEC253,INC-0153BECF,ACT-130BC3BE,VEH-2B492B5D,Road,2026-04-20,2026-05-03,163.21,Delivered
SHP-44ECF00B,INC-55173AC1,ACT-866A9666,VEH-7815991E,Sea Freight,2026-04-22,2026-05-23,147.69,In Transit
SHP-E71665E8,INC-DA76F294,ACT-45C722DA,VEH-89A02B74,Air Cargo,2026-04-25,2026-05-12,21.95,Delivered
SHP-4C455CB0,INC-5F2253A2,ACT-DD3ED62E,VEH-B4220363,Air Cargo,2026-04-29,2026-06-01,19.26,In Transit
SHP-F75AFD6F,INC-FD151C94,ACT-95A4317F,VEH-7815991E,Mixed,2026-05-04,2026-05-17,50.5,Delayed
SHP-C45D299C,INC-F9B159E0,ACT-7494AE24,VEH-CAE2C79F,Air Cargo,2026-05-07,2026-06-05,13.48,Delivered
SHP-DF30F1A4,INC-751BFF5B,ACT-3FD962A7,VEH-89A02B74,Mixed,2026-05-10,2026-06-03,43.45,Intercepted
SHP-BA3C8B79,INC-28275C25,ACT-46D85523,VEH-17A9FDFD,Mixed,2026-05-14,2026-05-22,65.99,Delivered
SHP-C3CD0C1C,INC-83C84C75,ACT-BA821236,VEH-F22B1F49,Air Cargo,2026-05-15,2026-06-16,99.91,Delayed
SHP-1EDC41C6,INC-D6C72864,ACT-F513E9F2,VEH-AA99CADF,Rail,2026-05-17,2026-06-17,30.26,In Transit
SHP-6EBF482A,INC-60B97CF6,ACT-01EA26A9,VEH-C5004365,Road,2026-05-24,2026-07-03,27.57,Delivered
SHP-FDC6D900,INC-8701EC71,ACT-B1A0AF66,VEH-CE4C3B2A,Road,2026-05-25,2026-06-25,15.03,Delivered
SHP-D108CF2F,INC-403FDB4C,ACT-8A3A138F,VEH-42F5939A,Mixed,2026-05-26,2026-07-02,15.73,In Transit
SHP-E1AD802A,INC-51199438,ACT-1D992B5E,VEH-1A06A5E8,Sea Freight,2026-05-27,2026-06-03,27.01,In Transit
SHP-434BD3C0,INC-69DA945D,ACT-516B220E,VEH-B5D8E814,Mixed,2026-06-10,2026-07-12,46.09,Delayed
SHP-82F1C23F,INC-A82CC362,ACT-72D14581,VEH-AA99CADF,Sea Freight,2026-06-14,2026-07-18,75.36,Delivered
SHP-36E0F755,INC-877EF9A7,ACT-9150A102,VEH-89A02B74,Sea Freight,2026-06-16,2026-07-10,16.07,Delivered
SHP-62CC423B,INC-6391E51B,ACT-A19B3B13,VEH-A9908C11,Rail,2026-06-19,2026-07-05,126.9,In Transit
SHP-0B4C94D7,INC-A5C21485,ACT-F513E9F2,VEH-BA81F106,Sea Freight,2026-06-24,2026-07-20,25.95,Delivered
SHP-870DFF9E,INC-92F2DDB3,ACT-F70E04EC,VEH-58A0266E,Rail,2026-06-28,2026-07-10,32.48,In Transit
SHP-157DB174,INC-1890EF7F,ACT-2F205955,VEH-AA99CADF,Sea Freight,2026-07-01,2026-07-27,16.9,In Transit
SHP-981F8B67,INC-0080E45A,ACT-A9210483,VEH-D1F669CE,Air Cargo,2026-07-03,2026-07-18,3.74,Delayed
SHP-0F04CA8D,INC-49772DB9,ACT-8F24BB27,VEH-F1AF1ECA,Air Cargo,2026-07-04,2026-08-02,73.38,Intercepted
SHP-60AA9BD1,INC-ADB724B1,ACT-F134FC9B,VEH-66E3BDFD,Sea Freight,2026-07-05,2026-07-20,64.27,Intercepted
SHP-49232F6D,INC-8FA93DB2,ACT-28E1066F,VEH-66E3BDFD,Road,2026-07-07,2026-08-10,25.71,In Transit
SHP-4F07E1C6,INC-4CC681DB,ACT-01EA26A9,VEH-D7A1FC4E,Sea Freight,2026-07-11,2026-08-18,35.17,Delayed
SHP-41604ABB,INC-A99ECD5A,ACT-130BC3BE,VEH-42F5939A,Air Cargo,2026-07-13,2026-08-25,52.69,Intercepted
SHP-A400EDD5,INC-70444A14,ACT-F70E04EC,VEH-D1F669CE,Air Cargo,2026-07-15,2026-07-28,8.11,In Transit
SHP-7AA6145D,INC-35C14236,ACT-6AB623B4,VEH-6989DB09,Sea Freight,2026-07-16,2026-07-25,20.57,Delayed
SHP-8D8DB634,INC-E8023570,ACT-74B10513,VEH-8C4716E8,Air Cargo,2026-07-17,2026-08-16,67.68,In Transit
SHP-3E0D02BF,INC-B23B2358,ACT-B1A0AF66,VEH-AA99CADF,Air Cargo,2026-07-18,2026-08-29,10.71,Intercepted
SHP-1DDFC4C5,INC-1B0E87B2,ACT-0DD6E664,VEH-69A64C1C,Road,2026-07-24,2026-08-15,43.13,In Transit
SHP-DE91E1D0,INC-A251BBF1,ACT-F134FC9B,VEH-58A0266E,Mixed,2026-07-26,2026-09-07,9.77,In Transit
SHP-E6181EDF,INC-FE8EFEF7,ACT-451B57E0,VEH-386D9F56,Rail,2026-07-31,2026-08-18,50.39,In Transit
SHP-69FC9904,INC-0AA68A2E,ACT-9150A102,VEH-56F55308,Road,2026-08-01,2026-09-06,32.07,In Transit
SHP-4B0E1E8A,INC-D079FCB9,ACT-A9210483,VEH-52CEF0A2,Road,2026-08-05,2026-09-16,7.74,Delivered
SHP-68BDAD22,INC-9FEDC9C2,ACT-525CFB31,VEH-CE4C3B2A,Mixed,2026-08-05,2026-08-30,94.47,Delivered
SHP-40816814,INC-10F98BB7,ACT-DUP-0007,VEH-920EE291,Air Cargo,2026-08-17,2026-09-22,17.1,Delivered
SHP-F8C088BE,INC-AF82125B,ACT-0E08ABDD,VEH-6989DB09,Sea Freight,2026-08-18,2026-09-03,15.97,Delivered
SHP-20B678C5,INC-72CC895D,ACT-A9210483,VEH-52CEF0A2,Road,2026-08-22,2026-10-02,39.67,In Transit
SHP-50A39D37,INC-CD4B4FDB,ACT-3EC2CAB2,VEH-E02E6FFD,Air Cargo,2026-08-26,2026-09-26,93.11,Delivered
SHP-A97E26BF,INC-5319B266,ACT-3B25DA0A,VEH-875537E2,Air Cargo,2026-08-28,2026-09-30,13.27,Intercepted
SHP-FA3D78E6,INC-6643099B,ACT-8D60BEB9,VEH-B5D8E814,Mixed,2026-08-31,2026-09-12,35.01,Delayed
SHP-A6BBC7B4,INC-B3F13D55,ACT-2D0BDD94,VEH-D7A1FC4E,Mixed,2026-09-01,2026-10-01,48.71,In Transit
SHP-4EF17390,INC-48A7B2CB,ACT-D4BFC62A,VEH-7815991E,Sea Freight,2026-09-02,2026-10-11,61.79,In Transit
SHP-1931AEB8,INC-F0F43572,ACT-61CA522C,VEH-B5D8E814,Air Cargo,2026-09-04,2026-10-08,38.81,Intercepted
SHP-88CB119C,INC-4A1D04B0,ACT-D4BFC62A,VEH-2B492B5D,Road,2026-09-07,2026-09-30,23.8,Intercepted
SHP-6BD33CCA,INC-54ADB586,ACT-8D60BEB9,VEH-66E3BDFD,Sea Freight,2026-09-11,2026-10-16,15.72,Delivered
SHP-7F2D4B18,INC-F4EEC901,ACT-E039AAEB,VEH-AA99CADF,Air Cargo,2026-09-13,2026-09-28,35.79,In Transit
SHP-6A6139A6,INC-D7A578CB,ACT-54264291,VEH-8B42C37D,Road,2026-09-13,2026-09-30,12.62,Delayed
SHP-B1CBC4C3,INC-78AFF1CC,ACT-CFAB48FB,VEH-B5D8E814,Air Cargo,2026-09-17,2026-10-01,2.39,Delayed
SHP-E5579764,INC-87E0247E,ACT-6C2A62E9,VEH-A14E5F6F,Sea Freight,2026-09-20,2026-10-16,49.05,In Transit
SHP-A16BB2FC,INC-E1E1AE41,ACT-C1CE62FB,VEH-17A9FDFD,Air Cargo,2026-09-21,2026-10-08,74.7,Intercepted
SHP-4AE467C9,INC-F97EDDD5,ACT-3FD962A7,VEH-4FFBE26F,Road,2026-09-25,2026-10-11,3.95,Delayed
SHP-BB235BC8,INC-8F3C31BD,ACT-6E321CE4,VEH-E779DE2C,Road,2026-09-26,2026-11-04,13.35,Delivered
SHP-D19CCB5A,INC-EEE150DB,ACT-DC4BFFE4,VEH-AEAA3C74,Mixed,2026-09-29,2026-10-07,57.81,Delivered
SHP-FC264F53,INC-024F87A5,ACT-3EC2CAB2,VEH-89A02B74,Air Cargo,2026-10-03,2026-10-16,210.98,In Transit
SHP-D9CB55AD,INC-BD24F6C5,ACT-CA6408EB,VEH-52CEF0A2,Air Cargo,2026-10-14,2026-10-21,33.74,Delivered
SHP-19A49F5E,INC-97AFBC25,ACT-2D0BDD94,VEH-920EE291,Mixed,2026-10-14,2026-11-15,17.2,Intercepted
SHP-3BF69804,INC-4187585A,ACT-28E1066F,VEH-F1AF1ECA,Air Cargo,2026-10-15,2026-10-26,28.09,Delayed
SHP-1BD97D38,INC-5A1F8BFD,ACT-A05EB96B,VEH-4FFBE26F,Sea Freight,2026-10-18,2026-11-02,114.14,In Transit
SHP-16388F30,INC-9D2BA2B7,ACT-9DC49715,VEH-E779DE2C,Mixed,2026-10-19,2026-11-24,18.52,Delayed
SHP-34B6FC24,INC-EE63DD43,ACT-16E31CC7,VEH-6A29C4F6,Rail,2026-10-21,2026-11-22,16.13,Delayed
SHP-C0786763,INC-82D04226,ACT-0137B6D6,VEH-953B7492,Air Cargo,2026-10-23,2026-11-10,21.45,Intercepted
SHP-265DE97E,INC-D10E4C8F,ACT-74B10513,VEH-89A02B74,Sea Freight,2026-10-24,2026-11-17,14.04,Delivered
SHP-6D1DA122,INC-6FDD3514,ACT-93684B5D,VEH-6A29C4F6,Mixed,2026-10-25,2026-11-19,36.98,Delayed
SHP-C9F5DC0F,INC-9C20A615,ACT-020A968E,VEH-4FFBE26F,Rail,2026-10-26,2026-11-05,142.91,Delivered
SHP-2B05CD27,INC-B640A155,ACT-3FD962A7,VEH-39068AE2,Mixed,2026-10-26,2026-11-28,44.29,In Transit
SHP-3866C0E1,INC-FE1AB35A,ACT-DUP-0003,VEH-953B7492,Mixed,2026-10-28,2026-11-28,26.39,Delayed
SHP-C251BF53,INC-910E86C3,ACT-DUP-0009,VEH-CE4C3B2A,Road,2026-10-30,2026-11-28,25.47,Delayed
SHP-0BC2DAF5,INC-0BE00279,ACT-2AF63B3F,VEH-16615E5D,Road,2026-11-02,2026-11-26,8.11,Delivered
SHP-676765CB,INC-E5D4001B,ACT-0270A250,VEH-58A0266E,Rail,2026-11-07,2026-11-15,73.32,Intercepted
SHP-DCCBE983,INC-4E49C454,ACT-C246476B,VEH-74BDC153,Sea Freight,2026-11-10,2026-12-24,30.87,Delivered
SHP-DBAAFB1B,INC-0D75271F,ACT-0270A250,VEH-66E3BDFD,Air Cargo,2026-11-13,2026-12-05,28.15,Delayed
SHP-3E5E57E8,INC-14EBC331,ACT-B62E0FB9,VEH-F95FA7A4,Air Cargo,2026-11-14,2026-12-13,586.28,Intercepted
SHP-75D603A1,INC-131AE7EA,ACT-16E31CC7,VEH-09A8C518,Road,2026-11-19,2026-12-18,43.33,Delivered
SHP-9A431D06,INC-ECB2E22B,ACT-DUP-0007,VEH-642110EA,Mixed,2026-11-24,2027-01-06,16.83,Intercepted
SHP-4059CEE7,INC-BF3E895A,ACT-EBD0B65D,VEH-875537E2,Sea Freight,2026-11-25,2026-12-13,22.56,In Transit
SHP-8B7C6F73,INC-7FA21422,ACT-CA6408EB,VEH-E8E1B36D,Sea Freight,2026-11-29,2026-12-20,93.09,Delayed
SHP-59FB3EC1,INC-2199F6B6,ACT-9FA63766,VEH-852A02ED,Air Cargo,2026-12-01,2026-12-08,36.67,Intercepted
SHP-8B05B767,INC-A6C53A45,ACT-3B25DA0A,VEH-4C11904A,Sea Freight,2026-12-02,2026-12-20,9.08,Delivered
SHP-7834977A,INC-BF3565C3,ACT-866A9666,VEH-4FFBE26F,Sea Freight,2026-12-05,2027-01-18,75.74,Intercepted
SHP-F5C7ED6B,INC-71BCD2C8,ACT-D404B1E6,VEH-920EE291,Mixed,2026-12-07,2026-12-18,18.15,In Transit
SHP-42178699,INC-08138381,ACT-34C1CDB5,VEH-17A9FDFD,Air Cargo,2026-12-08,2027-01-05,178.75,Delivered
SHP-EEF42F2C,INC-00F43BE5,ACT-0DD6E664,VEH-875537E2,Air Cargo,2026-12-13,2027-01-16,87.54,Intercepted
SHP-38E15599,INC-0B663344,ACT-2F205955,VEH-09A8C518,Rail,2026-12-17,2027-01-07,22.14,Intercepted
SHP-D52CBBC1,INC-E41D08F2,ACT-B62E0FB9,VEH-0D3D5473,Sea Freight,2026-12-20,2027-01-14,104.89,Delayed
SHP-04A6030A,INC-AE29A212,ACT-239810D5,VEH-42F5939A,Mixed,2026-12-22,2027-02-03,35.2,Intercepted
SHP-24351C53,INC-43B2CB9A,ACT-3EC2CAB2,VEH-CE4C3B2A,Rail,2026-12-25,2027-01-15,71.34,Delivered
SHP-0C0EB032,INC-F3E7C448,ACT-4A810E54,VEH-42F5939A,Road,2026-12-26,2027-01-23,51.23,Intercepted
SHP-F9A0A19E,INC-0AD78984,ACT-157A0D7D,VEH-F1AF1ECA,Road,2026-12-27,2027-01-13,15.46,Delayed
SHP-E32AE932,INC-C435FC84,ACT-A7290540,VEH-89A02B74,Air Cargo,2026-12-28,2027-01-04,18.56,In Transit
SHP-3AE236DE,INC-494FEC72,ACT-E039AAEB,VEH-7769BEB2,Sea Freight,2026-12-29,2027-01-27,83.68,In Transit
SHP-CC4E6DD2,INC-1C5B91BF,ACT-B1A0AF66,VEH-B9296496,Air Cargo,2024-01-04,2024-02-04,24.5,Delayed
SHP-45E4680F,INC-0EC4B271,ACT-45C722DA,VEH-52CEF0A2,Mixed,2024-01-05,2024-02-12,23.03,Delayed
SHP-A44AF8E1,INC-73CA5741,ACT-DBBBE5BC,VEH-7DDE0FB2,Air Cargo,2024-01-10,2024-01-23,14.02,Delayed
SHP-E68CC590,INC-5A9D0819,ACT-40058B0F,VEH-46969AFB,Sea Freight,2024-01-13,2024-01-24,48.48,Intercepted
SHP-A1DB0845,INC-E68D0BDF,ACT-71CD333C,VEH-58A0266E,Road,2024-01-22,2024-02-14,211.93,Delivered
SHP-59CE9727,INC-5E8DF0E8,ACT-BEF7869A,VEH-6D2C4B96,Mixed,2024-01-24,2024-02-24,12.67,In Transit
SHP-D996A769,INC-15999B13,ACT-DUP-0004,VEH-E732151D,Sea Freight,2024-01-30,2024-02-27,33.85,Delayed
SHP-D98C894A,INC-CC3301EE,ACT-6C6CC66E,VEH-E8E1B36D,Air Cargo,2024-02-08,2024-02-25,118.04,In Transit
SHP-305A00B5,INC-F3B15553,ACT-46D85523,VEH-58A0266E,Air Cargo,2024-02-10,2024-02-23,30.82,Delayed
SHP-FB7C8841,INC-0D9BA78C,ACT-6C2A62E9,VEH-6EC350B3,Road,2024-02-14,2024-03-27,49.76,Intercepted
SHP-6AEAA05F,INC-A23E05D2,ACT-F73F1F34,VEH-74BDC153,Rail,2024-02-14,2024-03-07,12.73,Delayed
SHP-526B27CE,INC-CFDECC5B,ACT-01EA26A9,VEH-42F5939A,Sea Freight,2024-02-20,2024-03-07,48.69,Delayed
SHP-414986DB,INC-8FBA0CAB,ACT-DUP-0003,VEH-F22B1F49,Air Cargo,2024-02-27,2024-03-10,27.98,In Transit
SHP-C5FC7D4E,INC-5ED074E5,ACT-9DC49715,VEH-C9C4D321,Road,2024-03-08,2024-03-16,80.41,In Transit
SHP-28B4A0D4,INC-01D7FC4F,ACT-D2CB78D6,VEH-AA99CADF,Rail,2024-03-11,2024-04-17,96.41,Delayed
SHP-A016AF29,INC-A8C18B51,ACT-F0092B27,VEH-1A06A5E8,Mixed,2024-03-20,2024-04-27,340.57,Delayed
SHP-784187CD,INC-6DD32668,ACT-ADF3339E,VEH-920EE291,Road,2024-03-22,2024-04-09,55.79,Delivered
SHP-963F8344,INC-0900EA33,ACT-6C2A62E9,VEH-C5004365,Rail,2024-03-25,2024-04-29,44.4,Delayed
SHP-AC77A377,INC-1632354A,ACT-D4295B58,VEH-386D9F56,Mixed,2024-03-25,2024-04-17,39.45,In Transit
SHP-74E8AFB2,INC-A3DFB62E,ACT-2D0BDD94,VEH-74BDC153,Road,2024-03-26,2024-04-11,24.1,Delayed
SHP-039C0F96,INC-C3E926DF,ACT-3B25DA0A,VEH-F2D4B468,Rail,2024-03-28,2024-05-11,44.91,Delayed
SHP-9BC9130E,INC-3B76D32D,ACT-4A810E54,VEH-FC911057,Rail,2024-03-28,2024-05-08,25.38,Intercepted
SHP-77A0D5CB,INC-023A4B6B,ACT-1D7B2448,VEH-44FE90AD,Mixed,2024-04-03,2024-04-15,38.54,Delivered
SHP-104D193E,INC-D24AB0E3,ACT-2F205955,VEH-8B42C37D,Air Cargo,2024-04-08,2024-04-22,108.4,Delivered
SHP-1F85C2D5,INC-A50D090A,ACT-C1CE62FB,VEH-0D3D5473,Rail,2024-04-16,2024-05-05,13.38,In Transit
SHP-451F8D7C,INC-E8CE8DB8,ACT-7187AEBF,VEH-39068AE2,Mixed,2024-04-16,2024-05-20,92.38,Intercepted
SHP-5F5C96E1,INC-2DDB92C7,ACT-157A0D7D,VEH-D1F669CE,Rail,2024-04-18,2024-05-15,108.35,Delayed
SHP-C345BA18,INC-5B989C61,ACT-5B9A50EE,VEH-89A02B74,Mixed,2024-04-20,2024-06-01,29.78,Delayed
SHP-A41E9FBF,INC-7EE564E7,ACT-B1A0AF66,VEH-4FFBE26F,Sea Freight,2024-04-20,2024-04-27,4.91,Delayed
SHP-96460B36,INC-B0143C0C,ACT-0D3A69A7,VEH-C5004365,Sea Freight,2024-04-25,2024-05-11,19.16,In Transit
SHP-4026D29B,INC-F315480D,ACT-4DBAB638,VEH-D1F669CE,Rail,2024-04-26,2024-05-21,106.41,Intercepted
SHP-25248BE5,INC-60CEEFAB,ACT-DUP-0002,VEH-875537E2,Sea Freight,2024-04-26,2024-05-27,32.44,Delivered
SHP-2E9A5CB3,INC-2E6A776F,ACT-866A9666,VEH-AEAA3C74,Mixed,2024-04-27,2024-05-21,13.47,Delayed
SHP-A5B3B5C4,INC-519C9B4B,ACT-A05EB96B,VEH-44FE90AD,Air Cargo,2024-04-30,2024-05-09,21.02,In Transit
SHP-02AB63FD,INC-D394A13C,ACT-FD05814E,VEH-66E3BDFD,Sea Freight,2024-05-02,2024-06-08,70.57,Intercepted
SHP-74F52C2B,INC-01E8CFE1,ACT-020A968E,VEH-E02E6FFD,Rail,2024-05-04,2024-05-30,54.17,In Transit
SHP-37DC93CE,INC-F1B64D6B,ACT-6E321CE4,VEH-7815991E,Rail,2024-05-05,2024-05-26,26.71,Intercepted
SHP-3AAB4A10,INC-7A314C1F,ACT-157A0D7D,VEH-69A64C1C,Air Cargo,2024-05-06,2024-05-30,23.8,Delayed
SHP-CA1F89A6,INC-6D25D6CE,ACT-DUP-0005,VEH-46969AFB,Mixed,2024-05-12,2024-06-01,23.28,Intercepted
SHP-58B5EE00,INC-78F43FAB,ACT-C246476B,VEH-CE1D2BF3,Sea Freight,2024-05-16,2024-05-26,14.44,Intercepted
SHP-FA078696,INC-4832DCE1,ACT-1DF99FFB,VEH-AEAA3C74,Mixed,2024-05-20,2024-06-28,141.72,In Transit
SHP-57289C43,INC-1D3F2B36,ACT-9FA63766,VEH-74BDC153,Sea Freight,2024-05-21,2024-06-08,24.78,Delivered
SHP-ECEEEEBF,INC-BD1CBF34,ACT-F73F1F34,VEH-D7A1FC4E,Road,2024-05-21,2024-05-30,99.03,Delivered
SHP-E1219C85,INC-3B7B78A7,ACT-C48421F9,VEH-920EE291,Mixed,2024-05-30,2024-06-23,130.21,Delayed
SHP-8D41DDC8,INC-3ED8334F,ACT-F513E9F2,VEH-C5004365,Road,2024-06-02,2024-06-16,81.33,Delayed
SHP-199B0E11,INC-C1488574,ACT-B62E0FB9,VEH-8B42C37D,Rail,2024-06-04,2024-07-19,22.46,Intercepted
SHP-E17FC1AC,INC-EA003C6C,ACT-8F24BB27,VEH-6989DB09,Sea Freight,2024-06-05,2024-07-04,47.62,Intercepted
SHP-C8FB6B88,INC-6E06FEF9,ACT-F73F1F34,VEH-46969AFB,Air Cargo,2024-06-08,2024-06-16,32.4,Delivered
SHP-762D15A1,INC-D7D8E05F,ACT-46D85523,VEH-386D9F56,Road,2024-06-08,2024-06-29,14.68,Delayed
SHP-DADCD141,INC-146BDA30,ACT-A9210483,VEH-F1AF1ECA,Rail,2024-06-17,2024-07-26,44.34,Delivered
SHP-4562AC49,INC-1E296D61,ACT-A9210483,VEH-E732151D,Air Cargo,2024-06-25,2024-07-13,11.46,Intercepted
SHP-66789385,INC-4C54C68E,ACT-5B9A50EE,VEH-46969AFB,Rail,2024-06-26,2024-08-10,96.44,Delayed
SHP-318CBE6C,INC-D8942366,ACT-2BB3216C,VEH-D7A1FC4E,Air Cargo,2024-06-27,2024-07-26,21.8,Delayed
SHP-7D7DDB60,INC-FD6591F7,ACT-D404B1E6,VEH-93BBC0AE,Mixed,2024-07-01,2024-07-27,39.69,In Transit
